Date,Open,High,Low,Close,Volume,10 MA,20 MA,30 MA,26 MA,26 EMA,12 EMA,MACD,Daily return
2015-02-04,529.24,532.67,521.27,522.76,1659125,,,,,522.76,522.76,0.0,
2015-02-05,523.79,528.5,522.09,527.58,1844687,,,,,525.2626923076923,525.3708333333334,0.10814102564108907,0.009220292294743304
2015-02-06,527.64,537.2,526.41,531.0,1758650,,,,,527.3240512567767,527.5678983833718,0.24384712659514207,0.006482429205049378
2015-02-09,528.0,532.0,526.02,527.83,1264276,,,,,527.4654924156346,527.6506336206896,0.1851412050550607,-0.005969868173257953
2015-02-10,529.3,537.7,526.92,536.94,1745076,,,,,529.6626698029928,530.1745212659697,0.5118514629768924,0.017259344864823944
2015-02-11,535.3,538.45,533.38,535.97,1373970,,,,,530.9259777359923,531.5831274973423,0.657149761349956,-0.001806533318434167
2015-02-12,537.25,544.82,534.67,542.93,1615824,,,,,533.0608308684442,534.1151423966328,1.0543115281885775,0.012985801444110434
2015-02-13,543.35,549.91,543.13,549.01,1895126,,,,,535.6306372092463,537.2234696024342,1.592832393187905,0.011198497043817923
2015-02-17,546.83,550.0,541.09,542.84,1612439,,,,,536.6992230415234,538.3346192240937,1.6353961825702754,-0.011238410957906009
2015-02-18,541.4,545.49,537.51,539.7,1449089,535.656,,,,537.1133010561675,538.5933583504803,1.4800572943128145,-0.0057843931913639235
2015-02-19,538.04,543.11,538.01,542.87,987478,537.6669999999999,,,,537.8599467329075,539.3758806552289,1.5159339223214374,0.005873633500092623
2015-02-20,543.13,543.75,535.8,538.95,1441212,538.8039999999999,,,,537.9938769520977,539.3001604728356,1.3062835207379067,-0.007220881610698671
2015-02-23,536.05,536.44,529.41,531.91,1453907,538.8949999999999,,,,537.28115186453,538.0169478663755,0.7357960018455287,-0.013062436218573281
2015-02-24,530.0,536.79,528.25,536.09,1002393,539.7209999999999,,,,537.147371334523,537.6888501687242,0.5414788342012571,0.00785847229794534
2015-02-25,535.9,546.22,535.44,543.87,1821041,540.414,,,,537.8745950824504,538.7242985830552,0.8497035006048463,0.014512488574679683
2015-02-26,543.21,556.14,541.5,555.48,2305219,542.3649999999999,,,,539.7162650617752,541.493310353453,1.7770452916778368,0.021347013072976928
2015-02-27,554.24,564.71,552.9,558.4,2403553,543.9119999999998,,,,541.6128273206178,544.2557499030286,2.6429225824107334,0.0052567149132281
2015-03-02,560.53,572.15,558.75,571.34,2123796,546.1449999999998,,,,544.549819570817,548.6392843065053,4.089464735688239,0.023173352435530203
2015-03-03,570.45,575.39,566.52,573.64,1700084,549.2249999999998,,,,547.3545338959543,552.6534812410699,5.298947345115607,0.004025623971715575
2015-03-04,571.87,577.11,568.01,573.37,1871694,552.5919999999999,544.124,,,549.8079900869366,555.9575992797489,6.149609192812363,-0.0004706784743043757
2015-03-05,575.02,577.91,573.41,575.33,1385818,555.8379999999999,546.7524999999999,,,552.1671749780104,559.0299951766976,6.8628201986872455,0.0034183860334513483
2015-03-06,574.88,576.68,566.76,567.68,1654561,558.7109999999999,548.7574999999999,,,553.5752808326462,560.3953700192949,6.820089186648715,-0.013296716666956532
2015-03-09,566.86,570.27,563.54,568.85,1059336,562.405,550.65,,,554.9390044949479,561.7245879677212,6.785583472773283,0.0020610202931230504
2015-03-10,564.25,564.85,554.73,555.01,1787357,564.2969999999999,552.009,,,554.9452480212005,560.6724827983422,5.727234777141689,-0.02432978816911313
2015-03-11,555.14,558.14,550.68,551.18,1815763,565.028,552.721,,,554.6186518754099,559.1893278503356,4.570675974925734,-0.006900776562584476
2015-03-12,553.51,556.37,550.46,555.51,1385772,565.031,553.6980000000001,,548.3092307692308,554.695000073456,558.6158263665877,3.9208262931317677,0.007855872854602985
2015-03-13,553.5,558.4,544.22,547.32,1698872,563.923,553.9175,,549.2538461538462,554.0705281139668,556.8586900248398,2.7881619108729865,-0.01474320894313319
2015-03-16,550.95,556.85,546.0,554.51,1636493,562.24,554.1925,,550.2896153846154,554.1073497158865,556.4939603435051,2.3866106276186656,0.013136739019220744
2015-03-17,551.71,553.8,548.0,550.84,1800570,559.9599999999999,554.5925,,551.0526923076924,553.836224627936,555.6172194513329,1.7809948233968953,-0.006618455934067846
2015-03-18,552.5,559.78,547.0,559.5,2128714,558.573,555.5825,548.9403333333333,552.2707692307692,554.3020566923642,556.2185753886014,1.9165186962371763,0.01572144361339034
2015-03-19,559.39,560.8,556.14,557.99,1194049,556.8389999999999,556.3385,550.1146666666667,553.0803846153847,554.602922126546,556.4926467700116,1.88972464346557,-0.0026988382484360862
2015-03-20,561.65,561.72,559.05,560.36,2609690,556.1069999999999,557.4089999999999,551.2073333333334,554.0184615384616,555.0690898504755,557.0904749129262,2.0213850624506904,0.004247387946020531
2015-03-23,560.43,562.36,555.83,558.81,1639306,555.1029999999998,558.7539999999999,552.1343333333334,554.6292307692308,555.369927029321,557.3560889482612,1.9861619189401836,-0.002766078949247075
2015-03-24,562.56,574.59,561.21,570.19,2576234,556.6209999999999,560.459,553.5463333333333,555.4438461538462,556.5542170385909,559.3373008748243,2.783083836233459,0.020364703566507547
2015-03-25,570.5,572.26,558.74,558.78,2146384,557.3809999999999,561.2044999999999,554.2743333333333,556.0569230769231,556.7310498573802,559.2513138742028,2.52026401682258,-0.020010873568459764
2015-03-26,557.59,558.9,550.65,555.17,1568331,557.3469999999999,561.189,554.9143333333333,556.6519230769231,556.6076912543284,558.6218808327561,2.014189578427704,-0.006460503239199666
2015-03-27,553.0,555.28,548.13,548.34,1892323,557.4489999999998,560.6859999999999,555.0946666666665,556.8623076923077,555.9575720504276,557.0367744478414,1.0792023974137237,-0.012302537961345061
2015-03-30,551.62,553.47,548.17,552.03,1283958,557.2009999999998,559.7205,555.1953333333332,557.3653846153846,555.6501343072465,556.2651510010306,0.6150166937841277,0.0067294014662435675
2015-03-31,550.0,554.71,546.72,548.0,1583677,556.9169999999998,558.4385,555.3673333333332,557.9842307692307,555.0538125027499,554.9917034677197,-0.06210903503017562,-0.0073003278807310945
2015-04-01,548.6,551.14,539.5,542.56,1957718,555.2229999999997,556.8979999999999,555.4626666666666,558.2330769230769,554.0836892303067,553.0767341239724,-1.006955106334317,-0.009927007299270207
2015-04-02,540.85,540.85,533.85,535.53,1711737,552.9769999999997,554.908,555.218,557.9123076923076,552.6481577562731,550.3743712914678,-2.273786464805312,-0.012957092303155338
2015-04-06,532.22,538.41,529.57,536.76,1320767,550.6169999999998,553.362,555.1449999999999,557.1923076923077,551.4229036226636,548.2779718164919,-3.144931806171712,0.0022967900957930887
2015-04-07,538.08,542.69,536.0,537.02,1299298,548.4379999999999,551.7705,555.3153333333332,556.37,550.315558555073,546.5446603280384,-3.7708982270346496,0.00048438780833137685
2015-04-08,538.38,543.85,538.38,541.61,1175332,545.5799999999999,551.1005,555.4993333333332,555.2265384615386,549.648120182404,545.7849938454842,-3.863126336919777,0.008547167703251368
2015-04-09,541.03,541.95,535.49,540.78,1553586,543.78,550.5805,555.3963333333332,553.9626923076924,548.9699776225476,545.0145760505635,-3.955401571984112,-0.0015324680120382128
2015-04-10,542.29,542.29,537.31,540.01,1405574,542.2639999999999,549.8055,554.8806666666665,552.6796153846154,548.286448237184,544.2442870128114,-4.042161224372649,-0.00142386922593285
2015-04-13,538.41,544.06,537.31,539.17,1640809,541.347,549.398,554.2396666666664,551.2888461538462,547.5925177691201,543.4633235593249,-4.129194209795287,-0.0015555267495046543
2015-04-14,536.25,537.57,528.09,530.39,2597043,539.183,548.192,552.8746666666664,549.8546153846154,546.2857593117227,541.4513805151283,-4.834378796594365,-0.01628428881428856
2015-04-15,528.7,534.73,523.22,532.53,2312512,537.636,547.2765,551.504333333333,548.4576923076924,545.2427979833153,540.0784779133317,-5.16432006998366,0.0040347668696618655
2015-04-16,529.9,535.59,529.61,533.8,1296304,536.76,545.9915,550.185333333333,547.6419230769231,544.3767174161652,539.1123304572587,-5.264386958906471,0.002384842168516199
2015-04-17,528.66,529.84,521.01,524.05,2145955,535.6120000000001,544.2945,548.4759999999995,546.5984615384615,542.8407109927306,536.7945864871931,-6.0461245055374775,-0.018265267890595682
2015-04-20,525.6,536.09,524.5,535.38,1675487,535.474,543.0455,547.399333333333,545.8242307692307,542.2777755459765,536.5769210555344,-5.7008544904421115,0.02162007442037983
2015-04-21,537.51,539.39,533.68,533.97,1839668,535.1690000000001,541.8034999999999,546.2366666666663,545.3107692307692,541.6517896539452,536.1757989861272,-5.475990667817996,-0.0026336433934774917
2015-04-22,534.4,541.08,531.75,539.36,1589248,534.9440000000001,540.262,545.7149999999997,544.7280769230769,541.4793246304378,536.6657352763465,-4.8135893540912775,0.010094200048691881
2015-04-23,541.0,550.96,540.23,547.0,4173376,535.566,539.6729999999999,545.5756666666663,544.5803846153846,541.8942849823802,538.2557847581835,-3.6385002241967186,0.014164936220705915
2015-04-24,566.1,571.14,557.25,565.06,4919031,538.0710000000001,540.1674999999998,545.8939999999997,544.7942307692307,543.6336337462916,542.3798670335013,-1.2537667127902523,0.03301645338208403
2015-04-27,563.39,565.95,553.2,555.37,2398039,539.691,540.5189999999999,546.1623333333331,544.6934615384615,544.5139459376461,544.3784953619319,-0.13545057571423058,-0.017148621385339458
2015-04-28,554.64,556.02,550.37,553.68,1490983,542.0200000000001,540.6014999999999,546.1346666666665,544.4365384615384,545.200825202359,545.8095847355493,0.6087595331902094,-0.0030430163674668442
2015-04-29,550.47,553.68,546.9,549.08,1698761,543.6750000000001,540.6554999999998,546.0759999999998,544.0623076923076,545.4912693383288,546.312751922316,0.8214825839871764,-0.00830804796994633
2015-04-30,547.87,548.59,535.05,537.34,2082214,544.0290000000001,540.3944999999999,545.3373333333332,542.7988461538461,544.8814491139243,544.9322673158058,0.05081820188149777,-0.02138121949442706
2015-05-01,538.43,539.54,532.1,537.9,1768181,545.414,540.5129999999998,544.6676666666666,541.9957692307692,544.3595321650181,543.8503394288234,-0.5091927361946773,0.001042170692671096
2015-05-04,538.53,544.07,535.06,540.78,1307960,545.954,540.7139999999998,544.0149999999999,541.4423076923076,544.0921174463654,543.3779645148245,-0.7141529315408661,0.00535415504740655
2015-05-05,538.21,539.74,530.39,530.8,1383068,545.637,540.4029999999998,543.0813333333332,540.7676923076922,543.0997361111417,541.4428410494122,-1.6568950617295286,-0.01845482451274094
2015-05-06,531.24,532.38,521.08,524.22,1566987,544.123,539.5334999999998,541.5489999999999,539.6980769230768,541.6910111382037,538.7931129454396,-2.89789819276416,-0.012396382818387175
2015-05-07,523.99,533.46,521.75,530.7,1546278,542.493,539.0294999999998,540.6129999999998,539.0326923076922,540.8713529633645,537.5479946899795,-3.323358273384997,0.012361222387547333
2015-05-08,536.65,541.15,536.0,538.22,1527615,539.809,538.9399999999997,540.0479999999998,538.865769230769,540.6737265266696,537.6513818054387,-3.0223447212308656,0.01416996419822869
2015-05-11,538.37,541.98,535.4,535.7,905285,537.842,538.7664999999997,539.6266666666664,538.8723076923076,540.3031670028201,537.3511650843709,-2.952001918449241,-0.004682100256400701
2015-05-12,531.6,533.21,525.26,529.04,1634174,535.3779999999999,538.6989999999998,538.8603333333331,538.5753846153846,539.4643829054689,536.0725093979744,-3.3918735074945516,-0.012432331528840934
2015-05-13,530.56,534.32,528.66,529.62,1253063,533.432,538.5534999999998,538.2476666666664,538.2907692307691,538.7315488740177,535.079805853519,-3.6517430204986567,0.0010963254196281191
2015-05-14,533.77,539.0,532.41,538.4,1403935,533.5379999999999,538.7834999999998,538.1089999999998,538.1673076923075,538.7068768376273,535.5906092158964,-3.1162676217309127,0.01657792379441858
2015-05-15,539.18,539.27,530.38,533.85,1971343,533.133,539.2734999999999,538.0529999999998,537.9007692307691,538.3455778706484,535.3228212916724,-3.0227565789759865,-0.008450965824665646
2015-05-18,532.01,534.82,528.85,532.3,2003421,532.2850000000001,539.1194999999999,537.9043333333332,537.6042307692306,537.8959940930782,534.8577690834074,-3.038225009670782,-0.002903437295120437
2015-05-19,533.98,540.66,533.04,537.36,1966947,532.941,539.289,537.9156666666664,537.5346153846152,537.8561461257611,535.2427296322949,-2.613416493466275,0.009505917715574075
2015-05-20,538.49,542.92,532.97,539.27,1430826,534.446,539.2845,537.8376666666665,537.8761538461538,537.961229368341,535.8623123394998,-2.0989170288412424,0.003554414172993736
2015-05-21,537.95,543.84,535.98,542.51,1462695,535.6270000000001,539.06,537.895333333333,538.2599999999999,538.2992276246478,536.885037220229,-1.4141904044187186,0.006008122090974899
2015-05-22,540.15,544.19,539.51,540.11,1176214,535.816,537.8125,537.8986666666664,538.5026923076922,538.4337466854635,537.3811868599082,-1.0525598255552495,-0.004423881587436118
2015-05-26,538.12,539.0,529.88,532.32,2406512,535.478,536.66,537.670333333333,538.8207692307692,537.9796645533006,536.6025407095328,-1.3771238437677766,-0.014422987909870177
2015-05-27,532.8,540.55,531.71,539.79,1525019,536.553,535.9654999999999,537.9836666666664,538.9903846153845,538.1140957115255,537.0929201373376,-1.0211755741878505,0.014032912533814113
2015-05-28,538.01,540.61,536.25,539.78,1029849,537.569,535.5004999999999,538.225333333333,539.2138461538461,538.2377790605467,537.5063178064091,-0.7314612541375709,-1.8525722966344915e-05
2015-05-29,537.37,538.63,531.45,532.11,2597407,536.9399999999999,535.2389999999999,538.1689999999996,538.935,537.7829056935187,536.6761137634003,-1.1067919301184475,-0.014209492756308006
2015-06-01,536.79,536.79,529.76,533.99,1904332,536.954,535.0435,538.5003333333331,538.4346153846153,537.501397426502,536.2628649430634,-1.2385324834385756,0.0035331040574317907
2015-06-02,532.93,543.0,531.33,539.18,1938989,537.6419999999999,534.9635,538.6269999999997,537.4392307692308,537.6259646428948,536.7116554563551,-0.9143091865397537,0.00971928313264292
2015-06-03,539.91,543.5,537.11,540.31,1717036,537.937,535.439,538.838333333333,536.8599999999999,537.8251170528844,537.2652474512124,-0.5598696016719487,0.002095775065840799
2015-06-04,537.76,540.59,534.32,536.7,1348337,537.68,536.063,538.7496666666664,536.2069230769231,537.7416450483595,537.1782862348766,-0.5633588134828642,-0.006681349595602293
2015-06-05,536.35,537.2,532.52,533.33,1388220,536.762,536.1945,538.2939999999998,535.6011538461538,537.414384599824,536.5862417955166,-0.8281428043073902,-0.006279113098565325
2015-06-08,533.31,534.12,526.24,526.83,1524139,535.434,535.625,537.0196666666665,535.196923076923,536.6293078506354,535.0852806542913,-1.5440271963441319,-0.012187576172351111
2015-06-09,527.56,529.2,523.01,526.69,1455266,534.8709999999999,535.1745,536.0636666666664,534.7657692307693,535.8921514584821,533.7936983853531,-2.098453073129008,-0.00026574037165683073
2015-06-10,529.36,538.36,529.35,536.69,1814958,534.5609999999999,535.557,535.4973333333331,534.6084615384615,535.9513190824068,534.2392834329985,-1.7120356494083353,0.018986500598074718
2015-06-11,538.42,538.98,533.02,534.61,1217536,534.044,535.8064999999999,535.0149999999999,534.755,535.8518566880819,534.296316770911,-1.5555399171709041,-0.003875607892824595
2015-06-12,531.6,533.12,530.16,532.33,955789,534.066,535.5029999999999,534.8479999999998,535.0669230769231,535.5907221280196,533.9938064090956,-1.5969157189240377,-0.004264791156169845
2015-06-15,528.0,528.3,524.0,527.2,1632702,533.387,535.1705,534.4913333333332,534.9323076923077,534.9686218299636,532.948605161811,-2.020016668152607,-0.00963687937933233
2015-06-16,528.4,529.64,525.56,528.15,1071814,532.2839999999999,534.963,534.0703333333332,534.5450000000001,534.4631133849017,532.2103580576907,-2.252755327211048,0.001801972685887554
2015-06-17,529.37,530.98,525.1,529.26,1294216,531.1789999999999,534.558,534.0189999999999,534.2973076923078,534.0773970687362,531.7564567368097,-2.320940331926522,0.0021016756603238207
2015-06-18,531.0,538.15,530.79,536.73,1833109,531.1819999999999,534.4309999999999,534.4359999999999,534.593076923077,534.2740280213352,532.5216173547141,-1.752410666621131,0.01411404602652766
2015-06-19,537.21,538.25,533.01,536.69,1893497,531.5179999999998,534.14,534.6356666666666,534.865,534.4531085252665,533.1629070746257,-1.2902014506408932,-7.452536657159836e-05
2015-06-22,539.59,543.74,537.53,538.19,1250282,532.6539999999999,534.044,534.6346666666665,534.8569230769232,534.7300866041345,533.9363060700788,-0.7937805340557134,0.002794909538094581
2015-06-23,539.64,541.5,535.25,540.48,1197450,534.0329999999998,534.452,534.7939999999999,535.1119230769232,535.1562501611263,534.943028305506,-0.21322185562030427,0.004255002880023673
2015-06-24,540.0,540.0,535.66,537.84,1286608,534.1479999999998,534.3545,535.0873333333332,535.325,535.3551519110239,535.3887162931043,0.03356438208038526,-0.004884547069271772
2015-06-25,538.87,540.9,535.23,535.23,1335697,534.2099999999998,534.127,535.2743333333332,535.243076923077,535.345876845388,535.3642984002536,0.0184215548655402,-0.004852744310575696
2015-06-26,537.26,537.76,531.35,531.69,2109130,534.1459999999997,534.106,535.0506666666665,534.9515384615386,535.0749479902919,534.7990216918723,-0.27592629841956295,-0.006613979037049411
2015-06-29,525.01,528.61,520.54,521.52,1937821,533.5779999999997,533.4825,534.6396666666665,534.1442307692308,534.070454956477,532.7560951816575,-1.3143597748194225,-0.01912768718614244
2015-06-30,526.02,526.25,520.5,520.51,2235595,532.8139999999999,532.549,534.2466666666664,533.3903846153846,533.0655851718358,530.8720804633506,-2.193504708485193,-0.0019366467249577468
2015-07-01,524.73,525.69,518.23,521.84,1961354,532.0719999999999,531.6255,533.7293333333331,532.9873076923078,532.2337601619386,529.4825295760448,-2.7512305858937225,0.0025551862596300268
2015-07-02,521.08,524.65,521.08,523.4,1235903,530.7389999999998,530.9604999999999,533.2003333333331,532.3569230769232,531.5791888384044,528.5467557684524,-3.0324330699520488,0.002989422045071244
2015-07-06,519.5,525.25,519.0,522.86,1280525,529.3559999999998,530.437,532.5453333333331,531.7061538461539,530.9331231125232,527.671870244521,-3.2612528680022024,-0.001031715705005709
2015-07-07,523.13,526.18,515.18,525.02,1597229,528.0389999999998,530.3465,532.0423333333331,531.4334615384616,530.4949884798481,527.2638901985796,-3.231098281268487,0.00413112496653012
2015-07-08,521.05,522.73,516.11,516.83,1296699,525.6739999999998,529.8534999999999,531.5259999999998,530.7734615384617,529.4824985463024,525.6586762941666,-3.8238222521357557,-0.015599405736924199
2015-07-09,523.12,523.77,520.35,520.68,1842347,523.9579999999999,529.053,530.8889999999998,530.0619230769232,528.8303014351067,524.8927260838767,-3.9375753512299525,0.007449257976510415
2015-07-10,526.29,532.56,525.55,530.13,1956682,523.4479999999998,528.829,530.5673333333332,529.6703846153847,528.9265973015747,525.698460542469,-3.2281367591057233,0.018149343166628418
2015-07-13,532.88,547.11,532.4,546.55,2206475,524.9339999999999,529.5399999999998,531.0486666666665,530.0492307692308,530.2323094762298,528.9063897233283,-1.325919752901541,0.03097353479335241
2015-07-14,546.76,565.85,546.71,561.1,3244066,528.8919999999998,531.2349999999999,531.9523333333332,531.1173076923077,532.5192509507876,533.8592528866423,1.340001935854616,0.026621535083707126
2015-07-15,560.13,566.5,556.79,560.22,1784554,532.8629999999998,532.8384999999998,532.6536666666665,532.4015384615385,534.5715287769542,537.9147524729083,3.343223695954066,-0.0015683478880770263
2015-07-16,565.12,580.68,565.0,579.85,4768318,538.6639999999999,535.3679999999998,533.9716666666665,534.4461538461538,537.9260503285096,544.3663290564111,6.4402787279015,0.0350398057905823
2015-07-17,649.0,674.47,645.0,672.93,11164943,553.617,542.1779999999999,538.5126666666663,539.6861538461538,547.9278908997829,564.1453554614548,16.217464561671818,0.16052427351901333
2015-07-20,659.24,668.88,653.01,663.02,5860872,567.6329999999999,548.4944999999999,542.8356666666664,544.625,556.4544542328356,579.3568393056149,22.90238507277934,-0.014726643187255695
2015-07-21,655.21,673.0,654.3,662.3,3377196,581.3609999999999,554.6999999999998,547.351333333333,549.6238461538461,564.2959055273564,592.1173256152663,27.821420087909928,-0.0010859400923050044
2015-07-22,660.89,678.64,659.0,662.1,3929309,595.8879999999999,560.7809999999998,551.8649999999997,554.8123076923076,571.5415434858471,602.8838909401916,31.342347454344463,-0.0003019779556091562
2015-07-23,661.27,663.63,641.0,644.28,3029109,608.2479999999998,566.1029999999998,555.451333333333,559.2788461538462,576.9301903244352,609.2525231207402,32.32233279630498,-0.026914363389216156
2015-07-24,647.0,648.17,622.52,623.56,3625747,617.5909999999999,570.5194999999999,558.416333333333,562.9057692307692,580.3846141724721,611.4536734149754,31.069059242503272,-0.03215993046501531
2015-07-27,621.0,634.3,620.5,627.26,2675381,625.6619999999999,575.2979999999999,561.5806666666663,566.3876923076923,583.8572036648343,613.8854159713021,30.02821230646782,0.00593367117839505
2015-07-28,632.83,632.83,623.31,628.0,1727327,632.3519999999999,580.6219999999998,564.9406666666662,569.8996153846153,587.1273357490564,616.0568904408708,28.92955469181436,0.0011797340815611346
2015-07-29,628.8,633.36,622.65,631.93,1575069,639.5229999999999,586.1929999999999,568.3999999999995,573.505,590.4463291484,618.4989072995616,28.052578151161583,0.006257961783439514
2015-07-30,630.0,635.22,622.05,632.59,1474203,644.7969999999998,591.7304999999999,571.8443333333329,577.0476923076923,593.5683242635396,620.6667677175977,27.098443454058156,0.0010444194768408632
2015-07-31,631.38,632.91,625.5,625.61,1706149,640.0649999999998,596.8409999999999,574.8069999999996,580.4234615384615,595.9419518891946,621.4272649925805,25.48531310338592,-0.01103400306675728
2015-08-03,625.34,633.06,625.34,631.21,1304511,636.8839999999998,602.2584999999999,577.9576666666663,584.115,598.5545733205439,622.9323011488526,24.377727828308707,0.008951263566758794
2015-08-04,628.42,634.81,627.16,629.25,1490881,633.5789999999998,607.4699999999999,580.9929999999997,587.8673076923077,600.8284483870813,623.9042548189618,23.07580643188055,-0.0031051472568559557
2015-08-05,634.33,647.86,633.16,643.78,2334266,631.7469999999997,613.8174999999999,584.436333333333,592.5696153846154,604.0102258755032,626.9620617717592,22.951835896255943,0.023090981326976623
